OPERATING_UNIT_NAME,ORACLE_REFERENCE_ORDER_NUMBER,ECOM_REFERENCE_ORDER_NUMBER,ORDER_TYPE,ORDER_TYPE_NAME,ORDERED_ITEM,ORDERED_QUANTITY,PRICING_QUANTITY_UOM,UNIT_SELLING_PRICE (after discount without vat),UNIT_LIST_PRICE( original price before discount without vat),ORDERED_DATE,CUSTOMER_NAME,TAX_CODE
Cosmaline Local,2869,401193,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401185,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401269,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401276,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,400626,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401204,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-13,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU FMCG,1589,401197,S,CHS FMCG POS SLS,A0003487,3,Pcs,2.198,2.198,2024-03-11,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU 3,470,400274,S,CHS BU3 POS SLS,C0003733,1,Pcs,6.284000000000001,6.3740000000000006,2024-03-12,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU FMCG,1592,401002,S,CHS FMCG POS SLS,F0003119,1,Pcs,0.3675,0.4505,2024-03-07,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1592,401002,S,CHS FMCG POS SLS,F0003089,2,Pcs,0.3675,0.4505,2024-03-07,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1592,401002,S,CHS FMCG POS SLS,A0003489,1,Pcs,1.7935,2.198,2024-03-07,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1597,400359,S,CHS FMCG POS SLS,A0003480,4,Pcs,2.198,2.198,2024-03-01,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1597,400424,S,CHS FMCG POS SLS,1107,4,Pcs,1.5405,1.5405,2024-03-01,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1597,400424,S,CHS FMCG POS SLS,1105,4,Pcs,1.5405,1.5405,2024-03-01,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1597,400310,S,CHS FMCG POS SLS,F0003119,10,Pcs,0.4505,0.4505,2024-03-01,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1597,400359,S,CHS FMCG POS SLS,A0003481,2,Pcs,2.198,2.198,2024-03-01,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1598,400893,S,CHS FMCG POS SLS,B0004045,2,Pcs,1.135,1.135,2024-03-06,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1598,400796,S,CHS FMCG POS SLS,A0003056,1,Pcs,2.198,2.198,2024-03-06,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1598,400796,S,CHS FMCG POS SLS,A0003059,1,Pcs,2.198,2.198,2024-03-06,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1598,400816,S,CHS FMCG POS SLS,1110,2,Pcs,1.5405,1.5405,2024-03-06,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1598,400876,S,CHS FMCG POS SLS,A0003254,1,Pcs,1.34,1.5405,2024-03-06,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1598,400876,S,CHS FMCG POS SLS,1103,1,Pcs,1.34,1.5405,2024-03-06,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1598,400876,S,CHS FMCG POS SLS,1105,1,Pcs,1.34,1.5405,2024-03-06,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1600,401057,S,CHS FMCG POS SLS,A0003327,2,Pcs,1.5405,1.5405,2024-03-08,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1602,400522,S,CHS FMCG POS SLS,A0003259,1,Pcs,1.9720000000000002,2.198,2024-03-02,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1602,400522,S,CHS FMCG POS SLS,A0003253,1,Pcs,1.3820000000000001,1.5405,2024-03-02,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1602,400522,S,CHS FMCG POS SLS,1107,1,Pcs,1.3820000000000001,1.5405,2024-03-02,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1602,400522,S,CHS FMCG POS SLS,1102,1,Pcs,1.3820000000000001,1.5405,2024-03-02,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1602,400522,S,CHS FMCG POS SLS,A0003256,1,Pcs,1.3820000000000001,1.5405,2024-03-02,E-commerce,REVENUE VAT FMCG 11%
Ch. Sarraf BU FMCG,1602,400522,S,CHS FMCG POS SLS,1105,1,Pcs,1.3820000000000001,1.5405,2024-03-02,E-commerce,REVENUE VAT FMCG 11%
Cosmaline Local,2871,400577,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-14,E-commerce,REVENUE VAT 11%
Cosmaline Local,2871,401335,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-14,E-commerce,REVENUE VAT 11%
Cosmaline Local,2871,401347,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-14,E-commerce,REVENUE VAT 11%
Cosmaline Local,2871,401279,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-14,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26469,401204,S,CHS BU5 POS SLS,D0009900,1,Pcs,2.4490000000000003,2.5675000000000003,2024-03-13,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26469,401204,S,CHS BU5 POS SLS,D0003213,1,Pcs,2.3505000000000003,2.464,2024-03-13,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26469,401204,S,CHS BU5 POS SLS,D0010486,1,Pcs,1.074,1.1260000000000001,2024-03-13,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26469,401300,S,CHS BU5 POS SLS,D0009948,1,Pcs,1.7645000000000002,2.072,2024-03-13,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26469,401245,S,CHS BU5 POS SLS,D0010128,4,Pcs,1.29,1.7115,2024-03-13,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,400693,S,CHS BU5 POS SLS,D0010478,1,Pcs,0.9570000000000001,1.1260000000000001,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,400693,S,CHS BU5 POS SLS,D0010486,1,Pcs,0.9570000000000001,1.1260000000000001,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,400693,S,CHS BU5 POS SLS,D0010628,1,Pcs,1.2825,1.5090000000000001,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,400693,S,CHS BU5 POS SLS,D0010499,1,Pcs,0.9,1.0585,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,400715,S,CHS BU5 POS SLS,D0010631,1,Pcs,0.7465,0.8785000000000001,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,401016,S,CHS BU5 POS SLS,D0009871,1,Pcs,1.3110000000000002,1.3110000000000002,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,401016,S,CHS BU5 POS SLS,D0010254,3,Pcs,1.216,1.216,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,401016,S,CHS BU5 POS SLS,D0010636,1,Pcs,4.5045,4.5045,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,400837,S,CHS BU5 POS SLS,D0006581,1,Pcs,1.9415,1.9415,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,400789,S,CHS BU5 POS SLS,D0010536,1,Pcs,2.2525,2.2525,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,401002,S,CHS BU5 POS SLS,D0010499,1,Pcs,0.8635,1.0585,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,401002,S,CHS BU5 POS SLS,D0010162,1,Pcs,0.533,0.653,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,401002,S,CHS BU5 POS SLS,D0010478,1,Pcs,0.9185000000000001,1.1260000000000001,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26471,401002,S,CHS BU5 POS SLS,D0010128,2,Pcs,1.3965,1.7115,2024-03-07,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400850,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400853,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400893,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400897,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400927,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400928,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400930,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400936,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400943,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400642,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400902,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400909,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400911,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400912,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400913,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400918,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400882,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400883,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400815,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400816,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400817,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400691,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400736,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400886,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400641,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400888,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400891,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400712,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400717,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400954,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400955,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400956,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400864,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400719,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400720,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400650,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400722,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400872,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,401271,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400800,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400873,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400803,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400805,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400876,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400770,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400771,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400741,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,401250,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400749,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400750,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400753,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400757,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400760,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400767,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400768,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400775,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400776,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400519,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400397,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400405,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400409,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400779,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400306,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400708,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400590,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400596,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400829,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400830,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400840,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400374,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400835,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400608,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400842,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400843,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400448,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400674,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400675,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400554,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400793,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400794,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400796,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400797,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400798,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400819,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400822,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400824,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400826,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Cosmaline Local,2872,400602,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-06,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010386,1,Pcs,2.109,2.3515,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400560,S,CHS BU5 POS SLS,D0010562,1,Pcs,3.4235,3.4235,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400521,S,CHS BU5 POS SLS,D0010499,1,Pcs,0.9,1.0585,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400521,S,CHS BU5 POS SLS,D0010498,1,Pcs,0.9380000000000001,1.1035000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010419,1,Pcs,1.285,1.4325,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400968,S,CHS BU5 POS SLS,D0010626,1,Pcs,0.804,0.9460000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400388,S,CHS BU5 POS SLS,D0010629,1,Pcs,0.7465,0.8785000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400388,S,CHS BU5 POS SLS,D0010486,1,Pcs,0.9570000000000001,1.1260000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400388,S,CHS BU5 POS SLS,D0010499,1,Pcs,0.9,1.0585,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010079,1,Pcs,1.01,1.1260000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010081,2,Pcs,0.99,1.1035000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010082,1,Pcs,0.99,1.1035000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0006581,1,Pcs,1.7415,1.9415,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010253,1,Pcs,1.091,1.216,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010254,1,Pcs,1.091,1.216,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010627,1,Pcs,0.8485,0.9460000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010645,1,Pcs,1.697,1.8920000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010074,1,Pcs,0.99,1.1035000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010077,1,Pcs,1.01,1.1260000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010078,1,Pcs,1.01,1.1260000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400522,S,CHS BU5 POS SLS,D0010127,1,Pcs,1.7375,1.937,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400493,S,CHS BU5 POS SLS,D0010477,1,Pcs,0.9295,1.1260000000000001,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400483,S,CHS BU5 POS SLS,D0010078,1,Pcs,0.4475,0.554,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26472,400483,S,CHS BU5 POS SLS,D0010410,2,Pcs,1.6740000000000002,2.072,2024-03-02,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26474,400830,S,CHS BU5 POS SLS,D0010481,1,Pcs,0.316,0.383,2024-03-06,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26474,400767,S,CHS BU5 POS SLS,D0005332,1,Pcs,1.7570000000000001,1.7570000000000001,2024-03-06,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26474,400876,S,CHS BU5 POS SLS,D0010482,1,Pcs,1.489,1.7115,2024-03-06,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 5,26474,400876,S,CHS BU5 POS SLS,D0010631,1,Pcs,0.764,0.8785000000000001,2024-03-06,E-commerce,REVENUE VAT 11%
